salesordernumber,orderdate,year,quarter,month,product,category,subcategory,color,standardcost,region,country,reseller,businesstype,salesperson,quantity,unitprice,sales,totalcost,profit
SO51105,2019-07-10,2019,3,7,"Road-350-W Yellow, 40",Bikes,Road Bikes,Yellow,1082.51,Central,United States,First Bike Store,Value Added Reseller,Michael Blythe,6,1020.59,6123.54,6495.06,-371.52
SO51105,2019-07-10,2019,3,7,"LL Road Frame - Black, 58",Components,Road Frames,Black,204.63,Central,United States,First Bike Store,Value Added Reseller,Michael Blythe,6,202.33,1213.98,1227.78,-13.80
SO51105,2019-07-10,2019,3,7,"Road-250 Red, 58",Bikes,Road Bikes,Red,1554.95,Central,United States,First Bike Store,Value Added Reseller,Michael Blythe,6,1466.01,8796.06,9329.70,-533.64
SO51129,2019-07-16,2019,3,7,"Women's Mountain Shorts, M",Clothing,Shorts,Black,26.18,Central,United States,This Area Sporting Goods,Specialty Bike Shop,Michael Blythe,6,41.99,251.94,157.08,94.86
SO51716,2019-08-05,2019,3,8,"Touring-1000 Blue, 50",Bikes,Touring Bikes,Blue,1481.94,Central,United States,Immense Manufacturing Company,Warehouse,Michael Blythe,6,1430.44,8582.64,8891.64,-309.00
SO51716,2019-08-05,2019,3,8,"Touring-2000 Blue, 54",Bikes,Touring Bikes,Blue,755.15,Central,United States,Immense Manufacturing Company,Warehouse,Michael Blythe,6,728.91,4373.46,4530.90,-157.44
SO51720,2019-08-06,2019,3,8,HL Mountain Handlebars,Components,Handlebars,NA,53.40,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,72.16,432.96,320.40,112.56
SO51720,2019-08-06,2019,3,8,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,41.99,251.94,157.08,94.86
SO51720,2019-08-06,2019,3,8,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,Silver,308.22,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,338.99,2033.94,1849.32,184.62
SO51720,2019-08-06,2019,3,8,"Women's Mountain Shorts, L",Clothing,Shorts,Black,26.18,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,41.99,251.94,157.08,94.86
SO51731,2019-08-07,2019,3,8,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,13.09,Central,United States,Orange Bicycle Company,Specialty Bike Shop,Michael Blythe,6,20.99,125.94,78.54,47.40
SO53480,2019-09-06,2019,3,9,Hydration Pack - 70 oz.,Accessories,Hydration Packs,Silver,20.57,Central,United States,World of Bikes,Value Added Reseller,Michael Blythe,6,32.99,197.94,123.42,74.52
SO53480,2019-09-06,2019,3,9,"Classic Vest, M",Clothing,Vests,Blue,23.75,Central,United States,World of Bikes,Value Added Reseller,Michael Blythe,6,38.10,228.60,142.50,86.10
SO53526,2019-09-14,2019,3,9,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,360.94,Central,United States,Riders Company,Value Added Reseller,Michael Blythe,6,356.90,2141.40,2165.64,-24.24
SO53548,2019-09-19,2019,3,9,"LL Road Frame - Black, 52",Components,Road Frames,Black,204.63,Central,United States,Good Bike Shop,Value Added Reseller,Michael Blythe,6,202.33,1213.98,1227.78,-13.80
SO53561,2019-09-21,2019,3,9,Chain,Components,Chains,Silver,8.99,Central,United States,Valley Bicycle Specialists,Warehouse,Michael Blythe,6,12.14,72.84,53.94,18.90
SO53561,2019-09-21,2019,3,9,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Central,United States,Valley Bicycle Specialists,Warehouse,Michael Blythe,6,41.99,251.94,157.08,94.86
SO53590,2019-09-24,2019,3,9,"Touring-1000 Blue, 50",Bikes,Touring Bikes,Blue,1481.94,Central,United States,Sleek Bikes,Warehouse,Michael Blythe,6,1430.44,8582.64,8891.64,-309.00
SO53611,2019-09-28,2019,3,9,AWC Logo Cap,Clothing,Caps,Multi,6.92,Central,United States,Responsible Bike Dealers,Specialty Bike Shop,Michael Blythe,6,5.39,32.34,41.52,-9.18
SO53611,2019-09-28,2019,3,9,"Half-Finger Gloves, M",Clothing,Gloves,Black,9.16,Central,United States,Responsible Bike Dealers,Specialty Bike Shop,Michael Blythe,6,14.69,88.14,54.96,33.18
SO55238,2019-10-03,2019,4,10,"Classic Vest, S",Clothing,Vests,Blue,23.75,Central,United States,Gift and Toy Store,Specialty Bike Shop,Michael Blythe,6,38.10,228.60,142.50,86.10
SO55242,2019-10-04,2019,4,10,"Classic Vest, S",Clothing,Vests,Blue,23.75,Central,United States,Best o' Bikes,Specialty Bike Shop,Michael Blythe,6,38.10,228.60,142.50,86.10
SO55257,2019-10-07,2019,4,10,"Road-350-W Yellow, 44",Bikes,Road Bikes,Yellow,1082.51,Central,United States,First Bike Store,Value Added Reseller,Michael Blythe,6,1020.59,6123.54,6495.06,-371.52
SO55257,2019-10-07,2019,4,10,"Road-250 Black, 44",Bikes,Road Bikes,Black,1554.95,Central,United States,First Bike Store,Value Added Reseller,Michael Blythe,6,1466.01,8796.06,9329.70,-533.64
SO55314,2019-10-26,2019,4,10,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Central,United States,This Area Sporting Goods,Specialty Bike Shop,Michael Blythe,6,41.99,251.94,157.08,94.86
SO57037,2019-11-05,2019,4,11,HL Mountain Pedal,Components,Pedals,Silver/Black,35.96,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,48.59,291.54,215.76,75.78
SO57037,2019-11-05,2019,4,11,ML Mountain Seat/Saddle,Components,Saddles,NA,17.38,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,23.48,140.88,104.28,36.60
SO57037,2019-11-05,2019,4,11,Front Derailleur,Components,Derailleurs,Silver,40.62,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,54.89,329.34,243.72,85.62
SO57041,2019-11-06,2019,4,11,"Touring-1000 Blue, 60",Bikes,Touring Bikes,Blue,1481.94,Central,United States,Immense Manufacturing Company,Warehouse,Michael Blythe,6,1430.44,8582.64,8891.64,-309.00
SO57041,2019-11-06,2019,4,11,"Touring-1000 Blue, 50",Bikes,Touring Bikes,Blue,1481.94,Central,United States,Immense Manufacturing Company,Warehouse,Michael Blythe,6,1430.44,8582.64,8891.64,-309.00
SO57041,2019-11-06,2019,4,11,"Touring-2000 Blue, 60",Bikes,Touring Bikes,Blue,755.15,Central,United States,Immense Manufacturing Company,Warehouse,Michael Blythe,6,728.91,4373.46,4530.90,-157.44
SO57052,2019-11-07,2019,4,11,"Racing Socks, L",Clothing,Socks,White,3.36,Central,United States,Orange Bicycle Company,Specialty Bike Shop,Michael Blythe,6,5.39,32.34,20.16,12.18
SO58928,2019-12-03,2019,4,12,"Mountain-400-W Silver, 46",Bikes,Mountain Bikes,Silver,419.78,Central,United States,World of Bikes,Value Added Reseller,Michael Blythe,6,461.69,2770.14,2518.68,251.46
SO58928,2019-12-03,2019,4,12,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,41.57,Central,United States,World of Bikes,Value Added Reseller,Michael Blythe,6,32.39,194.34,249.42,-55.08
SO58970,2019-12-12,2019,4,12,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,Yellow,41.57,Central,United States,Riders Company,Value Added Reseller,Michael Blythe,6,32.39,194.34,249.42,-55.08
SO59040,2019-12-23,2019,4,12,"Touring-3000 Blue, 50",Bikes,Touring Bikes,Blue,461.44,Central,United States,Sleek Bikes,Warehouse,Michael Blythe,6,445.41,2672.46,2768.64,-96.18
SO59057,2019-12-27,2019,4,12,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Central,United States,Responsible Bike Dealers,Specialty Bike Shop,Michael Blythe,6,41.99,251.94,157.08,94.86
SO59058,2019-12-27,2019,4,12,Front Brakes,Components,Brakes,Silver,47.29,Central,United States,Valley Bicycle Specialists,Warehouse,Michael Blythe,6,63.90,383.40,283.74,99.66
SO61189,2020-01-06,2020,1,1,"Road-750 Black, 44",Bikes,Road Bikes,Black,343.65,Central,United States,First Bike Store,Value Added Reseller,Michael Blythe,6,323.99,1943.94,2061.90,-117.96
SO63152,2020-02-07,2020,1,2,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,Yellow,461.44,Central,United States,Immense Manufacturing Company,Warehouse,Michael Blythe,6,445.41,2672.46,2768.64,-96.18
SO63152,2020-02-07,2020,1,2,"Touring-1000 Blue, 60",Bikes,Touring Bikes,Blue,1481.94,Central,United States,Immense Manufacturing Company,Warehouse,Michael Blythe,6,1430.44,8582.64,8891.64,-309.00
SO63194,2020-02-15,2020,1,2,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1265.62,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,1391.99,8351.94,7593.72,758.22
SO63194,2020-02-15,2020,1,2,"Women's Mountain Shorts, L",Clothing,Shorts,Black,26.18,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,41.99,251.94,157.08,94.86
SO63205,2020-02-17,2020,1,2,"Racing Socks, L",Clothing,Socks,White,3.36,Central,United States,Orange Bicycle Company,Specialty Bike Shop,Michael Blythe,6,5.39,32.34,20.16,12.18
SO65205,2020-03-10,2020,1,3,"Racing Socks, L",Clothing,Socks,White,3.36,Central,United States,Riders Company,Value Added Reseller,Michael Blythe,6,5.39,32.34,20.16,12.18
SO65221,2020-03-12,2020,1,3,Hitch Rack - 4-Bike,Accessories,Bike Racks,NA,44.88,Central,United States,World of Bikes,Value Added Reseller,Michael Blythe,6,72.00,432.00,269.28,162.72
SO65281,2020-03-24,2020,1,3,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,Yellow,461.44,Central,United States,Sleek Bikes,Warehouse,Michael Blythe,6,445.41,2672.46,2768.64,-96.18
SO67262,2020-04-04,2020,2,4,Hitch Rack - 4-Bike,Accessories,Bike Racks,NA,44.88,Central,United States,Gift and Toy Store,Specialty Bike Shop,Michael Blythe,6,72.00,432.00,269.28,162.72
SO67280,2020-04-09,2020,2,4,ML Road Pedal,Components,Pedals,Silver/Black,27.57,Central,United States,First Bike Store,Value Added Reseller,Michael Blythe,6,37.25,223.50,165.42,58.08
SO69414,2020-05-05,2020,2,5,"Touring-1000 Blue, 60",Bikes,Touring Bikes,Blue,1481.94,Central,United States,Immense Manufacturing Company,Warehouse,Michael Blythe,6,1430.44,8582.64,8891.64,-309.00
SO69418,2020-05-06,2020,2,5,ML Mountain Seat/Saddle,Components,Saddles,NA,17.38,Central,United States,Bicycle Lines Distributors,Warehouse,Michael Blythe,6,23.48,140.88,104.28,36.60
SO69424,2020-05-07,2020,2,5,Hitch Rack - 4-Bike,Accessories,Bike Racks,NA,44.88,Central,United States,Orange Bicycle Company,Specialty Bike Shop,Michael Blythe,6,72.00,432.00,269.28,162.72
SO43693,2017-07-27,2017,3,7,"Mountain Bike Socks, M",Clothing,Socks,White,3.40,Southeast,United States,Clamps & Brackets Co.,Value Added Reseller,Michael Blythe,6,5.70,34.20,20.40,13.80
SO44318,2017-10-31,2017,4,10,"Mountain-100 Black, 38",Bikes,Mountain Bikes,Black,1898.09,Southeast,United States,Clamps & Brackets Co.,Value Added Reseller,Michael Blythe,6,2024.99,12149.94,11388.54,761.40
SO45796,2018-04-14,2018,2,4,"Mountain Bike Socks, M",Clothing,Socks,White,3.40,Southeast,United States,Trusted Catalog Store,Specialty Bike Shop,Michael Blythe,6,5.70,34.20,20.40,13.80
SO47416,2018-09-17,2018,3,9,"Men's Sports Shorts, L",Clothing,Shorts,Black,24.75,Southeast,United States,Sales and Supply Company,Warehouse,Michael Blythe,6,35.99,215.94,148.50,67.44
SO47416,2018-09-17,2018,3,9,"Road-650 Red, 52",Bikes,Road Bikes,Red,486.71,Southeast,United States,Sales and Supply Company,Warehouse,Michael Blythe,6,469.79,2818.74,2920.26,-101.52
SO47416,2018-09-17,2018,3,9,"Road-650 Black, 60",Bikes,Road Bikes,Black,486.71,Southeast,United States,Sales and Supply Company,Warehouse,Michael Blythe,6,469.79,2818.74,2920.26,-101.52
SO47416,2018-09-17,2018,3,9,"Road-650 Black, 58",Bikes,Road Bikes,Black,486.71,Southeast,United States,Sales and Supply Company,Warehouse,Michael Blythe,6,469.79,2818.74,2920.26,-101.52
SO47416,2018-09-17,2018,3,9,"Half-Finger Gloves, S",Clothing,Gloves,Black,9.71,Southeast,United States,Sales and Supply Company,Warehouse,Michael Blythe,6,14.13,84.78,58.26,26.52
SO46626,2018-07-09,2018,3,7,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,Silver,1117.86,France,France,Spare Parts Co.,Value Added Reseller,Ranjit Varkey Chudukatil,6,1242.85,7457.10,6707.16,749.94
SO46626,2018-07-09,2018,3,7,"Sport-100 Helmet, Black",Accessories,Helmets,Black,13.88,France,France,Spare Parts Co.,Value Added Reseller,Ranjit Varkey Chudukatil,6,16.82,100.92,83.28,17.64
SO46627,2018-07-09,2018,3,7,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,Multi,37.12,France,France,Full Sports Supply,Specialty Bike Shop,Ranjit Varkey Chudukatil,6,53.99,323.94,222.72,101.22
SO46652,2018-07-19,2018,3,7,"Road-250 Red, 48",Bikes,Road Bikes,Red,1518.79,France,France,Steel Inc.,Warehouse,Ranjit Varkey Chudukatil,6,1466.01,8796.06,9112.74,-316.68
SO46652,2018-07-19,2018,3,7,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,Multi,37.12,France,France,Steel Inc.,Warehouse,Ranjit Varkey Chudukatil,6,53.99,323.94,222.72,101.22
SO46981,2018-08-12,2018,3,8,"Road-550-W Yellow, 38",Bikes,Road Bikes,Yellow,605.65,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,600.26,3601.56,3633.90,-32.34
SO46981,2018-08-12,2018,3,8,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,300.12,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,324.45,1946.70,1800.72,145.98
SO46981,2018-08-12,2018,3,8,"LL Road Frame - Red, 62",Components,Road Frames,Red,187.16,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,202.33,1213.98,1122.96,91.02
SO46981,2018-08-12,2018,3,8,"Road-550-W Yellow, 42",Bikes,Road Bikes,Yellow,605.65,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,600.26,3601.56,3633.90,-32.34
SO46981,2018-08-12,2018,3,8,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,300.12,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,324.45,1946.70,1800.72,145.98
SO46981,2018-08-12,2018,3,8,"Half-Finger Gloves, M",Clothing,Gloves,Black,9.71,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,14.13,84.78,58.26,26.52
SO46981,2018-08-12,2018,3,8,"Road-650 Black, 58",Bikes,Road Bikes,Black,486.71,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,469.79,2818.74,2920.26,-101.52
SO46983,2018-08-13,2018,3,8,"Road-650 Red, 60",Bikes,Road Bikes,Red,486.71,France,France,Rural Mountain Bike Mart,Specialty Bike Shop,Ranjit Varkey Chudukatil,6,469.79,2818.74,2920.26,-101.52
SO46985,2018-08-14,2018,3,8,"Women's Tights, S",Clothing,Tights,Black,30.93,France,France,Major Amusement Company,Specialty Bike Shop,Ranjit Varkey Chudukatil,6,44.99,269.94,185.58,84.36
SO46987,2018-08-14,2018,3,8,AWC Logo Cap,Clothing,Caps,Multi,5.23,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,5.19,31.14,31.38,-0.24
SO46987,2018-08-14,2018,3,8,"ML Mountain Frame - Black, 44",Components,Mountain Frames,Black,185.82,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,209.26,1255.56,1114.92,140.64
SO46987,2018-08-14,2018,3,8,"Mountain-300 Black, 44",Bikes,Mountain Bikes,Black,598.44,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,647.99,3887.94,3590.64,297.30
SO46987,2018-08-14,2018,3,8,ML Mountain Front Wheel,Components,Wheels,Black,92.81,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,125.42,752.52,556.86,195.66
SO46987,2018-08-14,2018,3,8,"Full-Finger Gloves, M",Clothing,Gloves,Black,15.67,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,22.79,136.74,94.02,42.72
SO46987,2018-08-14,2018,3,8,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,Multi,29.08,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,28.84,173.04,174.48,-1.44
SO46987,2018-08-14,2018,3,8,"Half-Finger Gloves, L",Clothing,Gloves,Black,9.71,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,14.13,84.78,58.26,26.52
SO46987,2018-08-14,2018,3,8,LL Mountain Handlebars,Components,Handlebars,NA,17.98,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,24.29,145.74,107.88,37.86
SO46987,2018-08-14,2018,3,8,HL Mountain Rear Wheel,Components,Wheels,Black,145.28,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,196.33,1177.98,871.68,306.30
SO47377,2018-09-08,2018,3,9,"Road-250 Red, 44",Bikes,Road Bikes,Red,1518.79,France,France,Getaway Inn,Warehouse,Ranjit Varkey Chudukatil,6,1466.01,8796.06,9112.74,-316.68
SO47391,2018-09-12,2018,3,9,"Road-650 Black, 58",Bikes,Road Bikes,Black,486.71,France,France,Racing Sales and Service,Warehouse,Ranjit Varkey Chudukatil,6,469.79,2818.74,2920.26,-101.52
SO47391,2018-09-12,2018,3,9,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,300.12,France,France,Racing Sales and Service,Warehouse,Ranjit Varkey Chudukatil,6,324.45,1946.70,1800.72,145.98
SO47391,2018-09-12,2018,3,9,"Road-550-W Yellow, 38",Bikes,Road Bikes,Yellow,605.65,France,France,Racing Sales and Service,Warehouse,Ranjit Varkey Chudukatil,6,600.26,3601.56,3633.90,-32.34
SO47391,2018-09-12,2018,3,9,"Road-650 Black, 52",Bikes,Road Bikes,Black,486.71,France,France,Racing Sales and Service,Warehouse,Ranjit Varkey Chudukatil,6,469.79,2818.74,2920.26,-101.52
SO47678,2018-10-06,2018,4,10,"Women's Tights, L",Clothing,Tights,Black,30.93,France,France,Full Sports Supply,Specialty Bike Shop,Ranjit Varkey Chudukatil,6,44.99,269.94,185.58,84.36
SO47680,2018-10-07,2018,4,10,"Mountain-300 Black, 38",Bikes,Mountain Bikes,Black,598.44,France,France,Spare Parts Co.,Value Added Reseller,Ranjit Varkey Chudukatil,6,647.99,3887.94,3590.64,297.30
SO47680,2018-10-07,2018,4,10,"Mountain-300 Black, 44",Bikes,Mountain Bikes,Black,598.44,France,France,Spare Parts Co.,Value Added Reseller,Ranjit Varkey Chudukatil,6,647.99,3887.94,3590.64,297.30
SO47705,2018-10-22,2018,4,10,Minipump,Accessories,Pumps,NA,8.25,France,France,Steel Inc.,Warehouse,Ranjit Varkey Chudukatil,6,11.99,71.94,49.50,22.44
SO47705,2018-10-22,2018,4,10,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,Multi,37.12,France,France,Steel Inc.,Warehouse,Ranjit Varkey Chudukatil,6,53.99,323.94,222.72,101.22
SO47705,2018-10-22,2018,4,10,"Road-650 Red, 48",Bikes,Road Bikes,Red,486.71,France,France,Steel Inc.,Warehouse,Ranjit Varkey Chudukatil,6,469.79,2818.74,2920.26,-101.52
SO48005,2018-11-11,2018,4,11,AWC Logo Cap,Clothing,Caps,Multi,5.23,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,5.19,31.14,31.38,-0.24
SO48005,2018-11-11,2018,4,11,"Road-650 Black, 58",Bikes,Road Bikes,Black,486.71,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,469.79,2818.74,2920.26,-101.52
SO48005,2018-11-11,2018,4,11,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,13.88,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,20.19,121.14,83.28,37.86
SO48005,2018-11-11,2018,4,11,"Road-650 Red, 60",Bikes,Road Bikes,Red,486.71,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,469.79,2818.74,2920.26,-101.52
SO48005,2018-11-11,2018,4,11,"Women's Tights, S",Clothing,Tights,Black,30.93,France,France,Metropolitan Equipment,Warehouse,Ranjit Varkey Chudukatil,6,44.99,269.94,185.58,84.36
SO48010,2018-11-12,2018,4,11,HL Fork,Components,Forks,NA,101.89,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,137.69,826.14,611.34,214.80
SO48010,2018-11-12,2018,4,11,ML Headset,Components,Headsets,NA,45.42,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,61.37,368.22,272.52,95.70
SO48010,2018-11-12,2018,4,11,Minipump,Accessories,Pumps,NA,8.25,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,11.99,71.94,49.50,22.44
SO48010,2018-11-12,2018,4,11,"Full-Finger Gloves, M",Clothing,Gloves,Black,15.67,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,22.79,136.74,94.02,42.72
SO48010,2018-11-12,2018,4,11,"Men's Sports Shorts, M",Clothing,Shorts,Black,24.75,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,35.99,215.94,148.50,67.44
SO48010,2018-11-12,2018,4,11,"ML Mountain Frame - Black, 48",Components,Mountain Frames,Black,185.82,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,209.26,1255.56,1114.92,140.64
SO48010,2018-11-12,2018,4,11,"Sport-100 Helmet, Black",Accessories,Helmets,Black,13.88,France,France,Registered Cycle Store,Warehouse,Ranjit Varkey Chudukatil,6,20.19,121.14,83.28,37.86
SO48332,2018-12-15,2018,4,12,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,300.12,France,France,Racing Sales and Service,Warehouse,Ranjit Varkey Chudukatil,6,324.45,1946.70,1800.72,145.98
SO48348,2018-12-19,2018,4,12,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,Multi,29.08,France,France,Community Department Stores,Specialty Bike Shop,Ranjit Varkey Chudukatil,6,28.84,173.04,174.48,-1.44
SO48763,2019-01-19,2019,1,1,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,Multi,37.12,France,France,Steel Inc.,Warehouse,Ranjit Varkey Chudukatil,6,53.99,323.94,222.72,101.22
